sid,attack_phase,technique_name,technique_number,sub_technique_name,sub_technique_number,attack_reason,traffic_direction,cve_number,cve_creation_date,cve_impact_score,cve_exploitability_score,cve_description,impact_score,category,impact_score_reason,tags
2822386,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects potential malicious redirects that lead to exploit kits, indicating an initial access attempt through compromised websites or malvertising, which aligns with the Drive-by Compromise technique.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule indicates a potential successful compromise through an exploit kit, which is associated with advanced persistent threats. While the redirection itself may not be immediately harmful, its connection to exploit kits raises the severity.","redirector,exploitkit,client,malvertising,Redirector**"
2822387,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects potential malicious redirects leading to exploit kits, which are commonly used to gain initial access to a victim's system through deceptive means.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule indicates a potential successful compromise through an exploit kit, which poses a significant threat to client endpoints.","redirector,exploitkit,client,malvertising,Redirector**"
2822404,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries for a known malicious domain associated with Android mobile malware, indicating an attempt to access a malicious payload, which aligns with initial access methods.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup for a known Trojan banker malware, indicating a potential successful compromise of mobile devices.","trojan,dns,mobile,banker,Android**"
2822429,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware check-in that indicates communication with a command and control server, which is characteristic of the Command and Control tactic.",ext to int,,,,,,8,Advanced Persistent Threats (APTs),"The rule detects a Trojan malware check-in, indicating a successful compromise of a mobile device, which poses a high security risk.","trojan,mobile,c2,exfiltration,Android**"
2822527,Initial Access,Exploitation for Client Execution,T1203,Exploitation of Vulnerability,T1203.001,"The rule detects a potential exploitation of a known vulnerability in Microsoft Internet Explorer, which aligns with initial access techniques where attackers exploit client-side vulnerabilities to gain entry into a system.",ext to int,CVE-2016-3267,10/14/16 2:59,2.9,8.6,"Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to determine the existence of unspecified files via a crafted web site, aka ""Microsoft Browser Information Disclosure Vulnerability.""",6,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3267) that can lead to successful compromises, hence the score is above 5.","information,disclosure,vulnerability,web,Web_Client_Attacks**"
2822528,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation of Vulnerability,T1203,"The rule detects a potential exploitation of a vulnerability in Microsoft Internet Explorer, indicating an attempt to compromise a client endpoint, which aligns with the Initial Access phase.",ext to int,CVE-2016-3298,10/14/16 2:59,3.6,2.8,"Microsoft Internet Explorer 9 through 11 and the Internet Messaging API in Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allow remote attackers to determine the existence of arbitrary files via a crafted web site, aka ""Internet Explorer Information Disclosure Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3298) that can lead to information disclosure, which may facilitate further exploitation. This indicates a successful compromise potential.","information,disclosure,exploit,client,Web_Client_Attacks**"
2822529,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule targets a known vulnerability in Internet Explorer that can be exploited to execute malicious code on a client endpoint, indicating an initial access phase through exploitation.",ext to int,CVE-2016-3298,10/14/16 2:59,3.6,2.8,"Microsoft Internet Explorer 9 through 11 and the Internet Messaging API in Windows Vista SP2, Windows Server 2008 SP2 and R2 SP1, and Windows 7 SP1 allow remote attackers to determine the existence of arbitrary files via a crafted web site, aka ""Internet Explorer Information Disclosure Vulnerability.""",6,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3298) that can lead to information disclosure, indicating a successful compromise of client endpoints.","information,disclosure,exploit,client,Web_Client_Attacks**"
2822530,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203.001,"The rule detects attempts to exploit a vulnerability in Microsoft Edge, indicating an initial access attempt through a client-side attack, which aligns with the exploitation of client applications.",ext to int,CVE-2016-3331,10/14/16 2:59,10,8.6,"Microsoft Internet Explorer 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3331) that can lead to successful exploitation of client endpoints, indicating a high potential for compromise.","web,client,vulnerability,exploit,Web_Client_Attacks**"
2822531,Initial Access,Exploit Public-Facing Application,T1190,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in web browsers, specifically targeting client endpoints through JavaScript-based attacks, indicating an attempt to gain initial access.",ext to int,CVE-2016-3382,10/14/16 2:59,10,8.6,"The scripting engines in Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, as demonstrated by the Chakra JavaScript engine, aka ""Scripting Engine Memory Corruption Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-3382) that can lead to successful exploitation of client endpoints, indicating a higher impact on security.","web,client,exploit,vulnerability,Web_Client_Attacks**"
2822533,Initial Access,Exploitation of Remote Services,T1210,Exploitation for Client Execution,T1203,"The rule detects a potential exploitation of a vulnerability in a web client (Microsoft Edge) that could allow an attacker to execute code on the client endpoint, which aligns with the Initial Access phase as attackers often exploit client-side vulnerabilities to gain access.",ext to int,CVE-2016-3386,10/14/16 2:59,10,8.6,"The Chakra JavaScript engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-3389, CVE-2016-7190, and CVE-2016-7194.",7,Malware,"The rule detects a specific memory corruption vulnerability in Microsoft Edge that could lead to successful exploitation, indicating a high impact on network security.","memory,corruption,exploit,client,Web_Client_Attacks**"
2822534,Initial Access,Exploitation for Client Execution,TA0040,Exploitation of Vulnerability,T1203,"The rule detects potential exploitation of a known vulnerability in Microsoft Edge, which could allow an attacker to execute malicious code on the client endpoint, indicative of initial access through exploitation.",ext to int,CVE-2016-7189,10/14/16 2:59,10,8.6,"The Chakra JavaScript engine in Microsoft Edge allows remote attackers to execute arbitrary code via a crafted web site, aka ""Scripting Engine Remote Code Execution Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a potential exploit against a known vulnerability with a successful compromise, indicating a significant risk to client endpoints.","information,disclosure,vulnerability,web,Web_Client_Attacks**"
2822538,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in the Microsoft Edge browser, indicating an attempt to gain initial access through a client-side exploit.",ext to int,CVE-2016-7194,10/14/16 2:59,10,4.9,"The Chakra JavaScript engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-3386, CVE-2016-3389, and CVE-2016-7190.",8,Malware,"This rule detects a known memory corruption vulnerability that can lead to a successful compromise of client endpoints, which warrants a high impact score.","memory,vulnerability,web,client,Web_Client_Attacks**"
2822548,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries associated with a known mobile malware domain, indicating potential initial access through malicious downloads, which aligns with the tactic of Initial Access.",ext to int,,,,,,6,Malware,"The rule detects a DNS lookup for a known malicious domain associated with mobile malware, indicating a potential successful compromise of mobile devices.","dns,trojan,mobile,malware,Android**"
2822736,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS lookups associated with a known mobile banking Trojan, indicating that the malware may be attempting to establish an initial connection to its command and control server, which is a common method for initial access.",ext to int,,,,,,8,Malware,"The rule detects a DNS query related to a known Trojan banker malware targeting Android, indicating a successful compromise of the mobile device.","dns,trojan,mobile,malware,Android**"
2822777,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects HTTP POST requests indicative of a mobile malware check-in with a command and control server, which aligns with the Command and Control tactic and the technique for exfiltration over a C2 channel.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a check-in from a known mobile malware, indicating a successful compromise and potential data exfiltration.","trojan,mobile,c2,exfiltration,Android**"
2822847,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic indicative of an exploit kit (RIG EK) that aims to compromise client systems by leveraging vulnerabilities in public-facing applications, which is characteristic of the Initial Access phase.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule indicates potential successful exploitation via the RIG exploit kit, which targets vulnerabilities and installs malware, suggesting a significant security impact.","exploitkit,redirect,iframe,malware,Exploit_kit_RIG**"
2822881,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS lookup associated with a known Trojan-Banker malware targeting Android devices, indicating that the malware may be attempting to establish an initial foothold on the victim's device.",ext to int,,,,,,6,Malware,"The rule detects a DNS lookup for a known Trojan Banker malware, indicating a successful compromise of a mobile device.","trojan,dns,mobile,malware,Android**"
2822882,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries associated with a known Trojan-Banker malware targeting Android devices, indicating an attempt to compromise the device upon initial access through malicious DNS lookups.",ext to int,,,,,,6,Malware,"The rule detects a DNS lookup related to a known mobile banking Trojan, indicating a successful compromise is possible, which justifies a score above 5.","trojan,dns,mobile,malware,Android**"
2822883,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS query related to a known Trojan-Banker Android malware, indicating initial access via malicious domains, which aligns with the Drive-by Compromise technique.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup associated with a known mobile banking Trojan, indicating a successful compromise or high likelihood of malware presence.","trojan,dns,mobile,malware,Android**"
2822913,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule indicates that the malware is querying a specific DNS domain, which suggests it may be attempting to establish an initial connection to a command and control server, indicative of initial access via a compromised application or malicious payload.",ext to int,,,,,,6,Malware,"The rule indicates a DNS lookup for a known malicious domain associated with mobile malware, suggesting a successful compromise may be occurring.","dns,trojan,mobile,malware"
2822914,Initial Access,Initial Access,TA0001,Phishing,T1566,"The rule indicates that the malware is querying a specific DNS domain, which is characteristic of initial access methods, such as phishing, where malicious links are often used to direct victims to compromised domains.",ext to int,,,,,,6,Malware,"The rule indicates a potential successful compromise by detecting DNS queries related to known malware, which can lead to sensitive data being exfiltrated or further exploitation.","dns,trojan,mobile,activity"
2822927,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is often used for anonymizing traffic and can indicate potential command and control activity, especially if associated with malware.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a known .onion domain, which may indicate potential misuse of TOR but does not confirm a successful compromise. It warrants further investigation but does not indicate a high immediate threat.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2822928,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to .onion domains, which are commonly used for accessing the TOR network. This behavior can indicate potential command and control activity, as attackers may use TOR to obscure their communication with compromised assets.",int to ext,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, indicating potential TOR usage, which may be against policy but does not confirm a successful compromise.","dns,anomaly,policy,tor,DNS_Onion_Query**"
2822929,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with TOR proxies that can facilitate command and control communications. While not inherently malicious, such behavior may indicate potential use of TOR for evading detection and establishing a C2 channel.",ext to int,,,,,,3,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential use of TOR for C2 activities. However, this alone does not confirm a successful compromise, thus a lower impact score is assigned.","dns,policy,anomaly,tor,DNS_Onion_Query**"
2822930,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The rule detects DNS queries to a .onion domain, which is commonly associated with the TOR network. This behavior may indicate the use of TOR for command and control communications, making it relevant to the Command and Control phase.",ext to int,,,,,,4,Command and Control (C2),"The rule detects a DNS query to a .onion domain, which may indicate potential use of TOR for malicious purposes. However, it does not confirm a successful compromise, hence a lower impact score.","dns,tor,policy,anomaly,DNS_Onion_Query**"
2822931,Command and Control,Command and Control,TA0011,Application Layer Protocol,T1071,"The DNS query to a .onion domain indicates potential use of Tor for command and control communication, which falls under the Command and Control phase as it may signify an attempt to establish a covert channel for malicious activities.",int to ext,,,,,,3,Command and Control (C2),"The rule detects DNS queries to a .onion domain, which may indicate attempts to access the TOR network. While this could potentially be linked to malicious activity, it does not confirm a successful compromise. Therefore, it is assigned a low impact score.","dns,onion,policy,proxy,DNS_Onion_Query**"
2822955,Initial Access,External Remote Services,T1133,External Remote Services,T1133,"The rule detects a request to an external IP address, which may indicate an attempt to access external services for initial access, potentially leading to malicious payload downloads.",ext to int,,,,,,3,Phishing,"The rule detects a lookup to a potentially suspicious external IP address, but does not indicate a successful compromise or malicious payload delivery.","ipcheck,anomaly,http,informational"
2822968,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects potential usage of a VPN client that could be leveraged for initial access to a network, indicating possible attempts to bypass security controls.",ext to int,,,,,,4,Advanced Persistent Threats (APTs),"The rule detects potentially unwanted VPN activity which could relate to malicious use, but does not indicate a successful compromise.","vpn,anomaly,policy,http"
2823022,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects traffic associated with the Astrum Exploit Kit, which is designed to exploit vulnerabilities in client applications to gain initial access to systems.",ext to int,,,,,,8,Malware,"The rule detects traffic associated with an exploit kit, indicating a successful attempt to deliver malware to client endpoints.","exploit,kit,flash,client,AstrumEK**"
2823036,Initial Access,Initial Access,TA0001,Malware,T1203,"The rule detects a DNS lookup associated with a known Trojan banker, indicating an attempt to access a malicious payload, which aligns with initial access methods commonly used by malware.",ext to int,,,,,,6,Malware,"The rule detects a DNS lookup associated with a known Trojan banker malware, indicating a potential successful compromise of a mobile device.","trojan,dns,mobile,malware,Android**"
2823037,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries associated with a known Trojan banker malware targeting Android devices, indicating an attempt to establish initial access through malicious payloads.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup associated with a known Trojan banker malware, indicating a successful compromise potential on mobile devices.","trojan,dns,mobile,malware,Android**"
2823040,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over Command and Control Channel,T1041,"The rule detects a mobile malware check-in that communicates with a command and control server, indicating potential exfiltration of data over the established channel.",ext to int,,,,,,7,Command and Control (C2),"The rule detects a successful compromise related to mobile malware check-in, indicating potential exfiltration over a command and control channel.","mobile,checkin,trojan,c2,Android**"
2823058,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a 302 redirect to an exploit kit landing page, indicating an initial access attempt through a web application vulnerability, which aligns with exploit kits targeting users.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects a successful redirect to an exploit kit landing page, indicating potential compromise of client endpoints.","redirect,exploit,malvertising,client,Redirector**"
2823117,Initial Access,Initial Access,TA0001,External Remote Services,T1133,"The rule detects DNS TXT responses that may contain URLs used for downloading malware, indicating potential initial access through external services.",ext to int,,,,,,4,Malware,"The rule detects DNS TXT responses containing URLs, which may indicate potential malware download locations. However, it does not confirm a successful compromise.","dns,anomaly,url,info"
2823141,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects a vulnerability in Internet Explorer that could be exploited through malicious web content, allowing an attacker to gain initial access to the client endpoint.",ext to int,CVE-2016-7196,11/10/16 6:59,10,4.9,"Microsoft Internet Explorer 10 and 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-7196) that can lead to a successful compromise of client endpoints, indicating a significant security impact.","web,client,exploit,vulnerability,Web_Client_Attacks**"
2823142,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation attempts targeting vulnerabilities in web browsers, specifically through JavaScript, which is commonly associated with initial access via drive-by download attacks.",ext to int,CVE-2016-7198,11/10/16 6:59,10,4.9,"Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Microsoft Browser Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7195.",8,Malware,"The rule detects a known vulnerability (CVE-2016-7198) that can lead to a successful compromise of client endpoints through memory corruption, indicating a high potential for exploitation.","memory,corruption,web,client,Web_Client_Attacks**"
2823143,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects attempts to exploit a vulnerability in web browsers, specifically targeting client-side execution through malicious scripts, which aligns with initial access methods.",ext to int,CVE-2016-7200,11/10/16 6:59,5.9,2.8,"The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7201, CVE-2016-7202, CVE-2016-7203, CVE-2016-7208, CVE-2016-7240, CVE-2016-7242, and CVE-2016-7243.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-7200) that can lead to a successful compromise of client endpoints, indicating a significant security impact.","typeconfusion,javascript,webclient,exploit,Web_Client_Attacks**"
2823144,Initial Access,Exploitation of Public-Facing Applications,TA0040,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in the Microsoft Edge browser, which aligns with initial access tactics where attackers exploit client-side vulnerabilities to gain entry into a system.",ext to int,CVE-2016-7201,11/10/16 6:59,5.9,2.8,"The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7200, CVE-2016-7202, CVE-2016-7203, CVE-2016-7208, CVE-2016-7240, CVE-2016-7242, and CVE-2016-7243.",7,Advanced Persistent Threats (APTs),The rule detects a potential exploit of a known vulnerability (CVE-2016-7201) that could lead to a successful compromise of client endpoints.,"typeconfusion,javascript,exploit,client,Web_Client_Attacks**"
2823146,Initial Access,Exploitation of Public-Facing Application,TA0040,Exploitation for Client Execution,T1203,"The rule detects a potential exploit targeting vulnerabilities in web client software, specifically Microsoft Edge, which aligns with initial access attempts through exploitation of public-facing applications.",ext to int,CVE-2016-7203,11/10/16 6:59,10,4.9,"The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7200, CVE-2016-7201, CVE-2016-7202, CVE-2016-7208, CVE-2016-7240, CVE-2016-7242, and CVE-2016-7243.",8,Malware,"The rule detects a known vulnerability (CVE-2016-7203) that can lead to successful exploitation of a web client's heap overflow, indicating a high potential for compromise.","heap,overflow,javascript,client,Web_Client_Attacks**"
2823147,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in web browsers, specifically targeting client endpoints, which aligns with initial access through the exploitation of client applications.",ext to int,CVE-2016-7204,11/10/16 6:59,2.9,4.9,"Microsoft Edge allows remote attackers to access arbitrary ""My Documents"" files via a crafted web site, aka ""Microsoft Edge Information Disclosure Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a specific vulnerability (CVE-2016-7204) that can lead to successful exploitation of client endpoints, indicating a higher risk of compromise.","filedisclosure,webclient,exploit,cve,Web_Client_Attacks**"
2823150,Initial Access,Exploitation of Vulnerability,TA0041,Exploitation of Client Execution,T1203,"The rule detects potential exploitation of a buffer overflow vulnerability in Microsoft Edge, which is a method for attackers to gain initial access to a system by compromising a web client.",ext to int,CVE-2016-7217,11/10/16 6:59,10,8.6,"Media Foundation in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, and 1607, and Windows Server 2016 allows remote attackers to execute arbitrary code via a crafted web site, aka ""Media Foundation Memory Corruption Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-7217) that can lead to a successful compromise of client endpoints, indicating a high potential for exploitation.","buffer,webclient,exploit,javascript,Web_Client_Attacks**"
2823151,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,The rule targets a known vulnerability in Microsoft Edge (CVE-2016-7217) that can be exploited by attackers to gain initial access to a client endpoint through malicious web content.,ext to int,CVE-2016-7217,11/10/16 6:59,10,8.6,"Media Foundation in Microsoft Windows 8.1, Windows Server 2012 Gold and R2, Windows RT 8.1, Windows 10 Gold, 1511, and 1607, and Windows Server 2016 allows remote attackers to execute arbitrary code via a crafted web site, aka ""Media Foundation Memory Corruption Vulnerability.""",8,Advanced Persistent Threats (APTs),"The rule detects a potential buffer overflow exploit in Microsoft Edge, indicating a successful compromise of the client endpoint, which can lead to further exploitation.","buffer,exploit,web,client,Web_Client_Attacks**"
2823157,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects an information disclosure vulnerability in Internet Explorer that could be exploited to compromise a client endpoint, aligning with initial access tactics through client-side exploitation.",ext to int,CVE-2016-7227,11/10/16 6:59,2.9,4.9,"The scripting engines in Microsoft Internet Explorer 9 through 11 and Microsoft Edge allow remote attackers to determine the existence of local files via unspecified vectors, aka ""Microsoft Browser Information Disclosure Vulnerability.""",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-7227) that can lead to information disclosure, potentially allowing an attacker to exploit the client endpoint, thus indicating a successful compromise.","information,disclosure,web,client,Web_Client_Attacks**"
2823159,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a potential exploitation of a vulnerability in the Microsoft Edge browser, which aligns with initial access methods like drive-by downloads that exploit client-side vulnerabilities to gain access to a system.",ext to int,CVE-2016-7240,11/10/16 6:59,10,4.9,"The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7200, CVE-2016-7201, CVE-2016-7202, CVE-2016-7203, CVE-2016-7208, CVE-2016-7242, and CVE-2016-7243.",7,Advanced Persistent Threats (APTs),"The rule detects a known vulnerability (CVE-2016-7240) that can lead to a successful compromise via a type confusion exploit, warranting a higher impact score.","webclient,javascript,typeconfusion,exploitkit,Web_Client_Attacks**"
2823161,Initial Access,Exploitation for Client Execution,T1203,Exploitation for Client Execution,T1203,"The rule detects potential exploitation of a vulnerability in Microsoft Edge's Chakra.dll, which could allow an attacker to execute arbitrary code on the client system, indicating an initial access attempt.",ext to int,CVE-2016-7242,11/10/16 6:59,10,4.9,"The Chakra JavaScript scripting engine in Microsoft Edge allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted web site, aka ""Scripting Engine Memory Corruption Vulnerability,"" a different vulnerability than CVE-2016-7200, CVE-2016-7201, CVE-2016-7202, CVE-2016-7203, CVE-2016-7208, CVE-2016-7240, and CVE-2016-7243.",7,Malware,"The rule detects a potential exploitation of a known vulnerability (CVE-2016-7242) in Microsoft Edge, indicating a successful compromise could occur, thus warranting a higher impact score.","typeconfusion,webclient,javascript,attempteduser,Web_Client_Attacks**"
2823189,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects a DNS query for a known malicious domain associated with mobile malware, indicating an attempt to access malicious resources, which aligns with the Initial Access phase.",ext to int,,,,,,7,Malware,"The rule indicates detection of a Trojan malware targeting Android devices, which suggests a successful compromise of a device that could lead to significant data loss and unauthorized access.","dns,trojan,mobile,malware,Android_07012016**"
2823190,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects a DNS query associated with a known mobile malware variant, indicating that the malware may be attempting to establish initial access by contacting a command and control server. This aligns with the Initial Access phase as the malware seeks to compromise the device.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup related to a known Trojan banker malware, indicating a successful compromise of mobile devices.","dns,trojan,mobile,lookup,Android_07012016**"
2823191,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule detects DNS queries related to a known mobile banking Trojan, indicating an attempt to access a malicious domain, which is a common method for initial access into a device.",ext to int,,,,,,7,Malware,"The rule detects a DNS lookup associated with a known Trojan banker malware targeting Android devices, indicating a successful compromise risk.","trojan,dns,mobile,malware,Android_07012016**"
2823302,Initial Access,Initial Access,TA0001,Malicious Link,T1203,"The rule detects an HTTP GET request to a known malicious redirector, indicating an attempt to gain initial access through nefarious means, such as malvertising or exploit kits.",ext to int,,,,,,4,Malware,"The rule detects a potential redirection to a known ad fraud site, which may lead to further malicious activity, but does not confirm a successful compromise.","redirector,trojan,adfraud,client,Redirector**"
2823328,Command and Control,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects communication from a mobile malware variant using SMTP for check-in, indicating an established command and control channel for data exfiltration.",ext to int,,,,,,7,Advanced Persistent Threats (APTs),"The rule detects a successful check-in of a mobile malware Trojan, indicating potential compromise and ongoing command and control activity.","trojan,mobile,command,exfiltration,Android**"
2823396,Collection and Exfiltration,Command and Control,TA0037,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware variant that communicates with a command and control server, indicating an exfiltration of data over an established channel.",ext to int,,,,,,8,Command and Control (C2),"The rule detects a successful check-in from a mobile malware Trojan, indicating active communication with a command and control server, which suggests an ongoing compromise.","mobile,trojan,c2,exfiltration,Android**"
2823457,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects an exploit kit (RIG EK) that targets vulnerabilities in client applications, specifically Adobe Flash, to gain initial access to the system.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule indicates potential exploitation of vulnerabilities via the RIG Exploit Kit, which can lead to successful compromises if the target is vulnerable.","exploit,flash,rig,http,Exploit_kit_RIG**"
2823458,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The RIG Exploit Kit is designed to compromise client systems through the exploitation of vulnerabilities in public-facing applications, specifically targeting outdated versions of Adobe Flash and other plugins.",ext to int,,,,,,7,Malware,"The rule detects an exploit kit that targets vulnerabilities in client systems, indicating a successful compromise may occur if the exploit is executed.","exploitkit,flash,client,malware,Exploit_kit_RIG**"
2823460,Initial Access,Initial Access,TA0001,Exploit Public-Facing Application,T1190,"The rule detects a landing page associated with the RIG exploit kit, which is designed to exploit vulnerabilities in client applications, indicating an initial access attempt through an exploit delivered via HTTP.",ext to int,,,,,,6,Advanced Persistent Threats (APTs),"The rule detects potential exploitation via the RIG Exploit Kit, which is known for delivering malware through established connections. While it may not confirm a successful compromise, the association with exploit kits indicates a significant threat level that warrants further investigation.","exploit,kit,landing,client,Exploit_kit_RIG**"
2823476,Initial Access,Initial Access,TA0001,Drive-by Compromise,T1189,"The rule identifies a Trojan targeting Android devices that may be delivered through malicious domains, indicating an initial access vector where the malware is downloaded onto the device.",ext to int,,,,,,7,Malware,The rule detects a specific Trojan associated with mobile malware that can compromise Android devices and potentially lead to data exfiltration and unauthorized access.,"trojan,android,dns,c2,Android**"
2823478,Collection and Exfiltration,Command_And_Control**,TA0037**,Exfiltration Over C2 Channel,T1041,"The rule detects a mobile malware Trojan that communicates with a command and control server to send data, indicating the collection and exfiltration of information.",ext to int,,,,,,8,Malware,"The rule detects a successful compromise involving a mobile malware trojan, indicating established communication with a command and control server, which poses a significant threat to the integrity of the network.","mobile,trojan,c2,exfiltration,Android**"
